Country,Anomaly
Afghanistan,
Albania,-0.105
Algeria,
American Samoa,
Andorra,-0.061
Angola,
Anguilla,
Antarctica,
Antigua and Barbuda,
Argentina,
Armenia,
Aruba,
Australia,
Austria,-0.212
Azerbaijan,
Bahamas,
Bahrain,
Bangladesh,
Barbados,
Belarus,-0.9520000000000001
Belgium,-0.242
Belize,
Benin,
Bhutan,
Bolivia,
Bosnia and Herzegovina,-0.08
Botswana,
Brazil,
British Virgin Islands,
Bulgaria,-0.299
Burkina Faso,
Burundi,
Cambodia,
Cameroon,
Canada,
Cape Verde,
Cayman Islands,
Central African Republic,
Chad,
Chile,
China,
Colombia,
Comoros,
Congo,
Costa Rica,
Croatia,-0.078
Cuba,
Curaçao,
Cyprus,
Czechia,-0.537
Côte d'Ivoire,
Dem. Rep. Congo,
Denmark,-0.685
Djibouti,
Dominica,
Dominican Republic,
Ecuador,
Egypt,
El Salvador,
Equatorial Guinea,
Eritrea,
Estonia,-1.1640000000000001
eSwatini,
Ethiopia,
Falkland Islands (Islas Malvinas),
Faroe Islands,-0.07
Fiji,
Finland,-0.945
France,-0.10800000000000001
French Guiana,
French Polynesia,
French Southern and Antarctic Lands,
Gabon,
Gambia,
Georgia,
Germany,-0.44
Ghana,
Greece,
Greenland,
Grenada,
Guadeloupe,
Guam,
Guatemala,
Guernsey,-0.013999999999999999
Guinea,
Guinea-Bissau,
Guyana,
Haiti,
Heard Island and McDonald Islands,
Honduras,
Hong Kong,
Hungary,-0.444
Iceland,
India,
Indonesia,
Iran,
Iraq,
Ireland,-0.21100000000000002
Isle of Man,-0.129
Israel,
Italy,0.136
Jamaica,
Japan,
Jersey,-0.013999999999999999
Jordan,
Kazakhstan,
Kenya,
Kiribati,
Kuwait,
Kyrgyzstan,
Laos,
Latvia,-1.133
Lebanon,
Lesotho,
Liberia,
Libya,
Liechtenstein,-0.021
Lithuania,-1.071
Luxembourg,-0.242
Macau,
Macedonia,-0.17
Madagascar,
Malawi,
Malaysia,
Mali,
Malta,0.125
Martinique,
Mauritania,
Mauritius,
Mayotte,
Mexico,
Micronesia,
Moldova,-0.596
Monaco,0.055999999999999994
Mongolia,
Montenegro,-0.092
Montserrat,
Morocco,
Mozambique,
Myanmar,
Namibia,
Nepal,
Netherlands,-0.32299999999999995
New Caledonia,
New Zealand,
Nicaragua,
Niger,
Nigeria,
Niue,
North Korea,
Northern Mariana Islands,
Norway,-0.542
Oman,
Pakistan,
Palau,
Palestina,
Panama,
Papua New Guinea,
Paraguay,
Peru,
Philippines,
Poland,-0.7829999999999999
Portugal,-0.07
Puerto Rico,
Qatar,
Reunion,
Romania,-0.47200000000000003
Russia,
Rwanda,
Saint Barthélemy,
Saint Kitts and Nevis,
Saint Lucia,
Saint Martin,
Saint Pierre and Miquelon,-0.179
Saint Vincent and the Grenadines,
Samoa,
San Marino,0.159
Sao Tome and Principe,
Saudi Arabia,
Senegal,
Serbia,-0.165
Seychelles,
Sierra Leone,
Singapore,
Sint Maarten,
Slovakia,-0.622
Slovenia,-0.019
Solomon Islands,
Somalia,
South Africa,
South Georgia and the South Sandwich Isla,
South Korea,
Spain,-0.049
Sri Lanka,
Sudan,
Suriname,
Svalbard and Jan Mayen,
Sweden,-0.872
Switzerland,-0.009000000000000001
Syria,
Taiwan,
Tajikistan,
Tanzania,
Thailand,
Timor-Leste,
Togo,
Tonga,
Trinidad and Tobago,
Tunisia,
Turkey,
Turkmenistan,
Turks and Caicas Islands,
Uganda,
Ukraine,-0.696
United Arab Emirates,
United Kingdom,-0.26899999999999996
United States of America,
Uruguay,
Uzbekistan,
Venezuela,
Vietnam,
Virgin Islands,
Western Sahara,
Yemen,
Zambia,
Zimbabwe,
Åland,-1.2409999999999999
Global Land,-0.28300000000000003
